"siteid","sitename","itemid","itemname","itemengname","itemunit","monitormonth","concentration"
41,"臺西",33,"細懸浮微粒","PM2.5","μg/m3",202309,"9.9"
41,"臺西",38,"相對濕度","RH","%",202309,"85"
42,"嘉義",1,"二氧化硫","SO2","ppb",202309,"1.5"
42,"嘉義",2,"一氧化碳","CO","ppm",202309,"0.21"
15,"松山",4,"懸浮微粒","PM10","μg/m3",202309,"15"
15,"松山",3,"臭氧","O3","ppb",202309,"19.9"
15,"松山",2,"一氧化碳","CO","ppm",202309,"0.2"
15,"松山",1,"二氧化硫","SO2","ppb",202309,"0.9"
14,"古亭",38,"相對濕度","RH","%",202309,"72"
14,"古亭",33,"細懸浮微粒","PM2.5","μg/m3",202309,"10.1"
14,"古亭",14,"溫度","AMB_TEMP","℃",202309,"29.5"
14,"古亭",10,"風速","WIND_SPEED","m/sec",202309,"1.7"
14,"古亭",7,"二氧化氮","NO2","ppb",202309,"8.9"
14,"古亭",6,"一氧化氮","NO","ppb",202309,"3.1"
14,"古亭",5,"氮氧化物","NOx","ppb",202309,"12.1"
14,"古亭",4,"懸浮微粒","PM10","μg/m3",202309,"16"
14,"古亭",3,"臭氧","O3","ppb",202309,"23.2"
14,"古亭",2,"一氧化碳","CO","ppm",202309,"0.2"
14,"古亭",1,"二氧化硫","SO2","ppb",202309,"0.6"
13,"萬華",38,"相對濕度","RH","%",202309,"71"
13,"萬華",33,"細懸浮微粒","PM2.5","μg/m3",202309,"9.6"
13,"萬華",14,"溫度","AMB_TEMP","℃",202309,"29.6"
13,"萬華",10,"風速","WIND_SPEED","m/sec",202309,"1.8"
13,"萬華",7,"二氧化氮","NO2","ppb",202309,"12.4"
13,"萬華",6,"一氧化氮","NO","ppb",202309,"3.4"
13,"萬華",5,"氮氧化物","NOx","ppb",202309,"15.9"
13,"萬華",4,"懸浮微粒","PM10","μg/m3",202309,"17"
13,"萬華",3,"臭氧","O3","ppb",202309,"21.3"
13,"萬華",2,"一氧化碳","CO","ppm",202309,"0.28"
13,"萬華",1,"二氧化硫","SO2","ppb",202309,"0.7"
12,"中山",38,"相對濕度","RH","%",202309,"73"
42,"嘉義",3,"臭氧","O3","ppb",202309,"31"
42,"嘉義",4,"懸浮微粒","PM10","μg/m3",202309,"19"
42,"嘉義",5,"氮氧化物","NOx","ppb",202309,"6.1"
42,"嘉義",6,"一氧化氮","NO","ppb",202309,"0.9"
42,"嘉義",7,"二氧化氮","NO2","ppb",202309,"5.1"
42,"嘉義",10,"風速","WIND_SPEED","m/sec",202309,"1.2"
42,"嘉義",14,"溫度","AMB_TEMP","℃",202309,"28.6"
42,"嘉義",33,"細懸浮微粒","PM2.5","μg/m3",202309,"12.9"
42,"嘉義",38,"相對濕度","RH","%",202309,"80"
29,"沙鹿",2,"一氧化碳","CO","ppm",202309,"0.24"
29,"沙鹿",1,"二氧化硫","SO2","ppb",202309,"1.3"
28,"豐原",38,"相對濕度","RH","%",202309,"79"
28,"豐原",33,"細懸浮微粒","PM2.5","μg/m3",202309,"14.1"
28,"豐原",14,"溫度","AMB_TEMP","℃",202309,"27.8"
28,"豐原",10,"風速","WIND_SPEED","m/sec",202309,"1.6"
28,"豐原",7,"二氧化氮","NO2","ppb",202309,"6.2"
28,"豐原",6,"一氧化氮","NO","ppb",202309,"1.2"
28,"豐原",5,"氮氧化物","NOx","ppb",202309,"7.5"
28,"豐原",4,"懸浮微粒","PM10","μg/m3",202309,"25"
28,"豐原",3,"臭氧","O3","ppb",202309,"33"
28,"豐原",2,"一氧化碳","CO","ppm",202309,"0.25"
28,"豐原",1,"二氧化硫","SO2","ppb",202309,"1.9"
27,"三義",38,"相對濕度","RH","%",202309,"85"
27,"三義",33,"細懸浮微粒","PM2.5","μg/m3",202309,"12.2"
27,"三義",14,"溫度","AMB_TEMP","℃",202309,"26.5"
27,"三義",10,"風速","WIND_SPEED","m/sec",202309,"1.5"
43,"新營",1,"二氧化硫","SO2","ppb",202309,"0.8"
43,"新營",2,"一氧化碳","CO","ppm",202309,"0.19"
43,"新營",3,"臭氧","O3","ppb",202309,"28.4"
43,"新營",4,"懸浮微粒","PM10","μg/m3",202309,"21"
43,"新營",5,"氮氧化物","NOx","ppb",202309,"6.7"
43,"新營",6,"一氧化氮","NO","ppb",202309,"1.2"
43,"新營",7,"二氧化氮","NO2","ppb",202309,"5.4"
43,"新營",10,"風速","WIND_SPEED","m/sec",202309,"1.2"
43,"新營",14,"溫度","AMB_TEMP","℃",202309,"28.9"
43,"新營",33,"細懸浮微粒","PM2.5","μg/m3",202309,"9"
43,"新營",38,"相對濕度","RH","%",202309,"82"
44,"善化",1,"二氧化硫","SO2","ppb",202309,"1"
44,"善化",2,"一氧化碳","CO","ppm",202309,"0.14"
44,"善化",3,"臭氧","O3","ppb",202309,"27.5"
44,"善化",4,"懸浮微粒","PM10","μg/m3",202309,"14"
44,"善化",5,"氮氧化物","NOx","ppb",202309,"6.3"
44,"善化",6,"一氧化氮","NO","ppb",202309,"1"
44,"善化",7,"二氧化氮","NO2","ppb",202309,"5.2"
44,"善化",10,"風速","WIND_SPEED","m/sec",202309,"1.8"
44,"善化",14,"溫度","AMB_TEMP","℃",202309,"28.5"
44,"善化",33,"細懸浮微粒","PM2.5","μg/m3",202309,"9.3"
44,"善化",38,"相對濕度","RH","%",202309,"73"
45,"安南",1,"二氧化硫","SO2","ppb",202309,"1"
45,"安南",2,"一氧化碳","CO","ppm",202309,"0.24"
45,"安南",3,"臭氧","O3","ppb",202309,"27.6"
45,"安南",4,"懸浮微粒","PM10","μg/m3",202309,"22"
45,"安南",5,"氮氧化物","NOx","ppb",202309,"9"
45,"安南",6,"一氧化氮","NO","ppb",202309,"1.4"
45,"安南",7,"二氧化氮","NO2","ppb",202309,"7.4"
45,"安南",10,"風速","WIND_SPEED","m/sec",202309,"1.9"
45,"安南",14,"溫度","AMB_TEMP","℃",202309,"29.1"
45,"安南",33,"細懸浮微粒","PM2.5","μg/m3",202309,"11.8"
45,"安南",38,"相對濕度","RH","%",202309,"78"
46,"臺南",1,"二氧化硫","SO2","ppb",202309,"0.6"
46,"臺南",2,"一氧化碳","CO","ppm",202309,"0.27"
46,"臺南",3,"臭氧","O3","ppb",202309,"31.5"
46,"臺南",4,"懸浮微粒","PM10","μg/m3",202309,"19"
46,"臺南",5,"氮氧化物","NOx","ppb",202309,"8.3"
46,"臺南",6,"一氧化氮","NO","ppb",202309,"0.8"
46,"臺南",7,"二氧化氮","NO2","ppb",202309,"7.4"
12,"中山",33,"細懸浮微粒","PM2.5","μg/m3",202309,"9"
12,"中山",14,"溫度","AMB_TEMP","℃",202309,"29.8"
12,"中山",10,"風速","WIND_SPEED","m/sec",202309,"1.8"
12,"中山",7,"二氧化氮","NO2","ppb",202309,"13"
12,"中山",6,"一氧化氮","NO","ppb",202309,"4.9"
12,"中山",5,"氮氧化物","NOx","ppb",202309,"18"
12,"中山",4,"懸浮微粒","PM10","μg/m3",202309,"17"
12,"中山",3,"臭氧","O3","ppb",202309,"19.8"
12,"中山",2,"一氧化碳","CO","ppm",202309,"0.3"
12,"中山",1,"二氧化硫","SO2","ppb",202309,"0.8"
11,"士林",38,"相對濕度","RH","%",202309,"69"
11,"士林",33,"細懸浮微粒","PM2.5","μg/m3",202309,"8.4"
11,"士林",14,"溫度","AMB_TEMP","℃",202309,"29.7"
11,"士林",10,"風速","WIND_SPEED","m/sec",202309,"1.4"
11,"士林",7,"二氧化氮","NO2","ppb",202309,"7"
11,"士林",6,"一氧化氮","NO","ppb",202309,"1.6"
11,"士林",5,"氮氧化物","NOx","ppb",202309,"8.7"
11,"士林",4,"懸浮微粒","PM10","μg/m3",202309,"13"
11,"士林",3,"臭氧","O3","ppb",202309,"24.5"
11,"士林",2,"一氧化碳","CO","ppm",202309,"0.18"
11,"士林",1,"二氧化硫","SO2","ppb",202309,"0.8"
10,"淡水",33,"細懸浮微粒","PM2.5","μg/m3",202309,"7.5"
10,"淡水",14,"溫度","AMB_TEMP","℃",202309,"28.6"
10,"淡水",10,"風速","WIND_SPEED","m/sec",202309,"1.8"
10,"淡水",7,"二氧化氮","NO2","ppb",202309,"6.6"
10,"淡水",6,"一氧化氮","NO","ppb",202309,"1.6"
10,"淡水",5,"氮氧化物","NOx","ppb",202309,"8.4"
10,"淡水",4,"懸浮微粒","PM10","μg/m3",202309,"17"
10,"淡水",3,"臭氧","O3","ppb",202309,"24.9"
10,"淡水",2,"一氧化碳","CO","ppm",202309,"0.21"
10,"淡水",1,"二氧化硫","SO2","ppb",202309,"1.2"
9,"林口",38,"相對濕度","RH","%",202309,"87"
9,"林口",33,"細懸浮微粒","PM2.5","μg/m3",202309,"9.4"
9,"林口",14,"溫度","AMB_TEMP","℃",202309,"28.2"
9,"林口",10,"風速","WIND_SPEED","m/sec",202309,"2.3"
9,"林口",7,"二氧化氮","NO2","ppb",202309,"9.1"
9,"林口",6,"一氧化氮","NO","ppb",202309,"2.7"
9,"林口",5,"氮氧化物","NOx","ppb",202309,"11.9"
9,"林口",4,"懸浮微粒","PM10","μg/m3",202309,"16"
9,"林口",3,"臭氧","O3","ppb",202309,"25.9"
9,"林口",2,"一氧化碳","CO","ppm",202309,"0.2"
9,"林口",1,"二氧化硫","SO2","ppb",202309,"0.8"
8,"菜寮",38,"相對濕度","RH","%",202309,"70"
46,"臺南",10,"風速","WIND_SPEED","m/sec",202309,"0.5"
46,"臺南",14,"溫度","AMB_TEMP","℃",202309,"27.8"
46,"臺南",33,"細懸浮微粒","PM2.5","μg/m3",202309,"11.2"
46,"臺南",38,"相對濕度","RH","%",202309,"79"
47,"美濃",1,"二氧化硫","SO2","ppb",202309,"0.8"
47,"美濃",2,"一氧化碳","CO","ppm",202309,"0.18"
47,"美濃",3,"臭氧","O3","ppb",202309,"29.6"
47,"美濃",4,"懸浮微粒","PM10","μg/m3",202309,"19"
47,"美濃",5,"氮氧化物","NOx","ppb",202309,"3.6"
47,"美濃",6,"一氧化氮","NO","ppb",202309,"0.7"
47,"美濃",7,"二氧化氮","NO2","ppb",202309,"2.8"
47,"美濃",10,"風速","WIND_SPEED","m/sec",202309,"1"
47,"美濃",14,"溫度","AMB_TEMP","℃",202309,"28.2"
47,"美濃",33,"細懸浮微粒","PM2.5","μg/m3",202309,"8.1"
47,"美濃",38,"相對濕度","RH","%",202309,"87"
48,"橋頭",1,"二氧化硫","SO2","ppb",202309,"1.4"
48,"橋頭",2,"一氧化碳","CO","ppm",202309,"0.2"
48,"橋頭",3,"臭氧","O3","ppb",202309,"26.2"
48,"橋頭",4,"懸浮微粒","PM10","μg/m3",202309,"21"
48,"橋頭",5,"氮氧化物","NOx","ppb",202309,"9.4"
48,"橋頭",6,"一氧化氮","NO","ppb",202309,"1.2"
48,"橋頭",7,"二氧化氮","NO2","ppb",202309,"8.1"
48,"橋頭",10,"風速","WIND_SPEED","m/sec",202309,"2.1"
48,"橋頭",14,"溫度","AMB_TEMP","℃",202309,"28.8"
48,"橋頭",33,"細懸浮微粒","PM2.5","μg/m3",202309,"10.4"
48,"橋頭",38,"相對濕度","RH","%",202309,"83"
49,"仁武",1,"二氧化硫","SO2","ppb",202309,"1.4"
8,"菜寮",33,"細懸浮微粒","PM2.5","μg/m3",202309,"8.9"
8,"菜寮",14,"溫度","AMB_TEMP","℃",202309,"29.8"
8,"菜寮",10,"風速","WIND_SPEED","m/sec",202309,"2.4"
8,"菜寮",7,"二氧化氮","NO2","ppb",202309,"9.6"
8,"菜寮",6,"一氧化氮","NO","ppb",202309,"2.1"
8,"菜寮",5,"氮氧化物","NOx","ppb",202309,"11.9"
8,"菜寮",4,"懸浮微粒","PM10","μg/m3",202309,"14"
8,"菜寮",3,"臭氧","O3","ppb",202309,"24"
8,"菜寮",2,"一氧化碳","CO","ppm",202309,"0.27"
8,"菜寮",1,"二氧化硫","SO2","ppb",202309,"1.2"
7,"新莊",38,"相對濕度","RH","%",202309,"75"
7,"新莊",33,"細懸浮微粒","PM2.5","μg/m3",202309,"12.2"
7,"新莊",14,"溫度","AMB_TEMP","℃",202309,"29.1"
49,"仁武",2,"一氧化碳","CO","ppm",202309,"0.22"
49,"仁武",3,"臭氧","O3","ppb",202309,"28.2"
49,"仁武",4,"懸浮微粒","PM10","μg/m3",202309,"19"
49,"仁武",5,"氮氧化物","NOx","ppb",202309,"9.6"
49,"仁武",6,"一氧化氮","NO","ppb",202309,"1.3"
49,"仁武",7,"二氧化氮","NO2","ppb",202309,"8.2"
49,"仁武",10,"風速","WIND_SPEED","m/sec",202309,"1.8"
49,"仁武",14,"溫度","AMB_TEMP","℃",202309,"28.5"
49,"仁武",33,"細懸浮微粒","PM2.5","μg/m3",202309,"10.5"
49,"仁武",38,"相對濕度","RH","%",202309,"82"
50,"鳳山",1,"二氧化硫","SO2","ppb",202309,"1.5"
50,"鳳山",2,"一氧化碳","CO","ppm",202309,"0.37"
50,"鳳山",3,"臭氧","O3","ppb",202309,"23.7"
50,"鳳山",4,"懸浮微粒","PM10","μg/m3",202309,"19"
50,"鳳山",5,"氮氧化物","NOx","ppb",202309,"12.2"
50,"鳳山",6,"一氧化氮","NO","ppb",202309,"2"
50,"鳳山",7,"二氧化氮","NO2","ppb",202309,"10.1"
50,"鳳山",10,"風速","WIND_SPEED","m/sec",202309,"0.7"
50,"鳳山",14,"溫度","AMB_TEMP","℃",202309,"29.2"
50,"鳳山",33,"細懸浮微粒","PM2.5","μg/m3",202309,"9.5"
50,"鳳山",38,"相對濕度","RH","%",202309,"82"
51,"大寮",1,"二氧化硫","SO2","ppb",202309,"1.5"
51,"大寮",2,"一氧化碳","CO","ppm",202309,"0.21"
51,"大寮",3,"臭氧","O3","ppb",202309,"23.5"
51,"大寮",4,"懸浮微粒","PM10","μg/m3",202309,"26"
51,"大寮",5,"氮氧化物","NOx","ppb",202309,"9.5"
51,"大寮",6,"一氧化氮","NO","ppb",202309,"1.4"
51,"大寮",7,"二氧化氮","NO2","ppb",202309,"8"
7,"新莊",10,"風速","WIND_SPEED","m/sec",202309,"2.7"
51,"大寮",10,"風速","WIND_SPEED","m/sec",202309,"1.4"
51,"大寮",14,"溫度","AMB_TEMP","℃",202309,"29"
51,"大寮",33,"細懸浮微粒","PM2.5","μg/m3",202309,"10.8"
51,"大寮",38,"相對濕度","RH","%",202309,"84"
52,"林園",1,"二氧化硫","SO2","ppb",202309,"0.8"
52,"林園",2,"一氧化碳","CO","ppm",202309,"0.16"
52,"林園",3,"臭氧","O3","ppb",202309,"28.5"
52,"林園",4,"懸浮微粒","PM10","μg/m3",202309,"24"
52,"林園",5,"氮氧化物","NOx","ppb",202309,"4.5"
52,"林園",6,"一氧化氮","NO","ppb",202309,"0.7"
52,"林園",7,"二氧化氮","NO2","ppb",202309,"3.8"
52,"林園",10,"風速","WIND_SPEED","m/sec",202309,"1.7"
52,"林園",14,"溫度","AMB_TEMP","℃",202309,"29"
52,"林園",33,"細懸浮微粒","PM2.5","μg/m3",202309,"7.5"
52,"林園",38,"相對濕度","RH","%",202309,"85"
53,"楠梓",1,"二氧化硫","SO2","ppb",202309,"1.7"
53,"楠梓",2,"一氧化碳","CO","ppm",202309,"0.23"
53,"楠梓",3,"臭氧","O3","ppb",202309,"24.4"
53,"楠梓",4,"懸浮微粒","PM10","μg/m3",202309,"22"
53,"楠梓",5,"氮氧化物","NOx","ppb",202309,"12.7"
53,"楠梓",6,"一氧化氮","NO","ppb",202309,"1.8"
53,"楠梓",7,"二氧化氮","NO2","ppb",202309,"10.8"
53,"楠梓",10,"風速","WIND_SPEED","m/sec",202309,"1.5"
53,"楠梓",14,"溫度","AMB_TEMP","℃",202309,"29.2"
53,"楠梓",33,"細懸浮微粒","PM2.5","μg/m3",202309,"9.4"
53,"楠梓",38,"相對濕度","RH","%",202309,"81"
54,"左營",1,"二氧化硫","SO2","ppb",202309,"1.7"
54,"左營",2,"一氧化碳","CO","ppm",202309,"0.24"
54,"左營",3,"臭氧","O3","ppb",202309,"27.3"
54,"左營",4,"懸浮微粒","PM10","μg/m3",202309,"19"
54,"左營",5,"氮氧化物","NOx","ppb",202309,"10"
54,"左營",6,"一氧化氮","NO","ppb",202309,"1.3"
54,"左營",7,"二氧化氮","NO2","ppb",202309,"8.6"
54,"左營",10,"風速","WIND_SPEED","m/sec",202309,"1.9"
54,"左營",14,"溫度","AMB_TEMP","℃",202309,"28.9"
54,"左營",33,"細懸浮微粒","PM2.5","μg/m3",202309,"11.8"
54,"左營",38,"相對濕度","RH","%",202309,"82"
56,"前金",1,"二氧化硫","SO2","ppb",202309,"1.2"
56,"前金",2,"一氧化碳","CO","ppm",202309,"0.24"
56,"前金",3,"臭氧","O3","ppb",202309,"27.7"
56,"前金",4,"懸浮微粒","PM10","μg/m3",202309,"20"
56,"前金",5,"氮氧化物","NOx","ppb",202309,"9.6"
56,"前金",6,"一氧化氮","NO","ppb",202309,"1.3"
56,"前金",7,"二氧化氮","NO2","ppb",202309,"8.2"
56,"前金",10,"風速","WIND_SPEED","m/sec",202309,"1.7"
56,"前金",14,"溫度","AMB_TEMP","℃",202309,"29.2"
56,"前金",33,"細懸浮微粒","PM2.5","μg/m3",202309,"11.8"
56,"前金",38,"相對濕度","RH","%",202309,"85"
57,"前鎮",1,"二氧化硫","SO2","ppb",202309,"2.3"
57,"前鎮",2,"一氧化碳","CO","ppm",202309,"0.3"
57,"前鎮",3,"臭氧","O3","ppb",202309,"24"
57,"前鎮",4,"懸浮微粒","PM10","μg/m3",202309,"19"
57,"前鎮",5,"氮氧化物","NOx","ppb",202309,"14.2"
57,"前鎮",6,"一氧化氮","NO","ppb",202309,"2.9"
57,"前鎮",7,"二氧化氮","NO2","ppb",202309,"11.2"
57,"前鎮",10,"風速","WIND_SPEED","m/sec",202309,"1"
57,"前鎮",14,"溫度","AMB_TEMP","℃",202309,"28.8"
57,"前鎮",33,"細懸浮微粒","PM2.5","μg/m3",202309,"8.7"
57,"前鎮",38,"相對濕度","RH","%",202309,"85"
58,"小港",1,"二氧化硫","SO2","ppb",202309,"2.9"
58,"小港",2,"一氧化碳","CO","ppm",202309,"0.26"
58,"小港",3,"臭氧","O3","ppb",202309,"22.2"
7,"新莊",7,"二氧化氮","NO2","ppb",202309,"8.8"
58,"小港",4,"懸浮微粒","PM10","μg/m3",202309,"20"
58,"小港",5,"氮氧化物","NOx","ppb",202309,"15.4"
58,"小港",6,"一氧化氮","NO","ppb",202309,"2.7"
58,"小港",7,"二氧化氮","NO2","ppb",202309,"12.6"
58,"小港",10,"風速","WIND_SPEED","m/sec",202309,"1.8"
58,"小港",14,"溫度","AMB_TEMP","℃",202309,"29.3"
58,"小港",33,"細懸浮微粒","PM2.5","μg/m3",202309,"10.1"
58,"小港",38,"相對濕度","RH","%",202309,"78"
59,"屏東",1,"二氧化硫","SO2","ppb",202309,"1.1"
59,"屏東",2,"一氧化碳","CO","ppm",202309,"0.25"
59,"屏東",3,"臭氧","O3","ppb",202309,"27.8"
59,"屏東",4,"懸浮微粒","PM10","μg/m3",202309,"22"
59,"屏東",5,"氮氧化物","NOx","ppb",202309,"7.9"
59,"屏東",6,"一氧化氮","NO","ppb",202309,"0.9"
59,"屏東",7,"二氧化氮","NO2","ppb",202309,"6.8"
59,"屏東",10,"風速","WIND_SPEED","m/sec",202309,"1.8"
59,"屏東",14,"溫度","AMB_TEMP","℃",202309,"29.1"
59,"屏東",33,"細懸浮微粒","PM2.5","μg/m3",202309,"12.7"
59,"屏東",38,"相對濕度","RH","%",202309,"82"
60,"潮州",1,"二氧化硫","SO2","ppb",202309,"0.8"
60,"潮州",2,"一氧化碳","CO","ppm",202309,"0.14"
60,"潮州",3,"臭氧","O3","ppb",202309,"25.7"
27,"三義",2,"一氧化碳","CO","ppm",202309,"0.2"
54,"左營",3,"臭氧","O3","ppb",202310,"41.4"
54,"左營",5,"氮氧化物","NOx","ppb",202310,"11.4"
54,"左營",6,"一氧化氮","NO","ppb",202310,"1"
54,"左營",7,"二氧化氮","NO2","ppb",202310,"10.3"
54,"左營",10,"風速","WIND_SPEED","m/sec",202310,"2"
54,"左營",14,"溫度","AMB_TEMP","℃",202310,"27.5"
22,"湖口",5,"氮氧化物","NOx","ppb",202310,"8.5"
22,"湖口",6,"一氧化氮","NO","ppb",202310,"1"
22,"湖口",7,"二氧化氮","NO2","ppb",202310,"7.4"
23,"竹東",38,"相對濕度","RH","%",202310,"77"
24,"新竹",1,"二氧化硫","SO2","ppb",202310,"0.9"
24,"新竹",2,"一氧化碳","CO","ppm",202310,"0.28"
24,"新竹",3,"臭氧","O3","ppb",202310,"41.5"
24,"新竹",6,"一氧化氮","NO","ppb",202310,"1"
24,"新竹",7,"二氧化氮","NO2","ppb",202310,"9.5"
25,"頭份",10,"風速","WIND_SPEED","m/sec",202310,"2"
25,"頭份",14,"溫度","AMB_TEMP","℃",202310,"25.6"
25,"頭份",33,"細懸浮微粒","PM2.5","μg/m3",202310,"10.7"
25,"頭份",38,"相對濕度","RH","%",202310,"77"
26,"苗栗",1,"二氧化硫","SO2","ppb",202310,"1.9"
26,"苗栗",2,"一氧化碳","CO","ppm",202310,"0.25"
26,"苗栗",3,"臭氧","O3","ppb",202310,"37.1"
26,"苗栗",4,"懸浮微粒","PM10","μg/m3",202310,"21"
26,"苗栗",5,"氮氧化物","NOx","ppb",202310,"9.7"
26,"苗栗",6,"一氧化氮","NO","ppb",202310,"1.7"
26,"苗栗",7,"二氧化氮","NO2","ppb",202310,"7.9"
26,"苗栗",10,"風速","WIND_SPEED","m/sec",202310,"2.5"
26,"苗栗",14,"溫度","AMB_TEMP","℃",202310,"25.5"
26,"苗栗",33,"細懸浮微粒","PM2.5","μg/m3",202310,"11.2"
26,"苗栗",38,"相對濕度","RH","%",202310,"75"
27,"三義",1,"二氧化硫","SO2","ppb",202310,"0.9"
27,"三義",2,"一氧化碳","CO","ppm",202310,"0.25"
27,"三義",3,"臭氧","O3","ppb",202310,"38.3"
27,"三義",4,"懸浮微粒","PM10","μg/m3",202310,"22"
27,"三義",5,"氮氧化物","NOx","ppb",202310,"6"
27,"三義",6,"一氧化氮","NO","ppb",202310,"0.7"
27,"三義",7,"二氧化氮","NO2","ppb",202310,"5.2"
27,"三義",10,"風速","WIND_SPEED","m/sec",202310,"3.3"
27,"三義",14,"溫度","AMB_TEMP","℃",202310,"23"
27,"三義",33,"細懸浮微粒","PM2.5","μg/m3",202310,"12.5"
27,"三義",38,"相對濕度","RH","%",202310,"87"
28,"豐原",1,"二氧化硫","SO2","ppb",202310,"1.9"
28,"豐原",2,"一氧化碳","CO","ppm",202310,"0.28"
28,"豐原",3,"臭氧","O3","ppb",202310,"36.4"
28,"豐原",4,"懸浮微粒","PM10","μg/m3",202310,"27"
28,"豐原",5,"氮氧化物","NOx","ppb",202310,"8"
28,"豐原",6,"一氧化氮","NO","ppb",202310,"1.1"
28,"豐原",7,"二氧化氮","NO2","ppb",202310,"6.9"
54,"左營",33,"細懸浮微粒","PM2.5","μg/m3",202310,"22.2"
54,"左營",38,"相對濕度","RH","%",202310,"79"
56,"前金",1,"二氧化硫","SO2","ppb",202310,"1.2"
56,"前金",2,"一氧化碳","CO","ppm",202310,"0.34"
56,"前金",3,"臭氧","O3","ppb",202310,"41.6"
56,"前金",4,"懸浮微粒","PM10","μg/m3",202310,"43"
56,"前金",5,"氮氧化物","NOx","ppb",202310,"10.6"
56,"前金",6,"一氧化氮","NO","ppb",202310,"1.1"
56,"前金",7,"二氧化氮","NO2","ppb",202310,"9.4"
56,"前金",10,"風速","WIND_SPEED","m/sec",202310,"1.7"
56,"前金",14,"溫度","AMB_TEMP","℃",202310,"28"
56,"前金",33,"細懸浮微粒","PM2.5","μg/m3",202310,"18.7"
56,"前金",38,"相對濕度","RH","%",202310,"78"
57,"前鎮",1,"二氧化硫","SO2","ppb",202310,"2.2"
57,"前鎮",2,"一氧化碳","CO","ppm",202310,"0.39"
57,"前鎮",3,"臭氧","O3","ppb",202310,"38.5"
57,"前鎮",4,"懸浮微粒","PM10","μg/m3",202310,"40"
57,"前鎮",5,"氮氧化物","NOx","ppb",202310,"16.5"
57,"前鎮",6,"一氧化氮","NO","ppb",202310,"2.1"
57,"前鎮",7,"二氧化氮","NO2","ppb",202310,"14.2"
57,"前鎮",10,"風速","WIND_SPEED","m/sec",202310,"1.2"
57,"前鎮",14,"溫度","AMB_TEMP","℃",202310,"28.1"
57,"前鎮",33,"細懸浮微粒","PM2.5","μg/m3",202310,"18.3"
57,"前鎮",38,"相對濕度","RH","%",202310,"79"
58,"小港",1,"二氧化硫","SO2","ppb",202310,"2"
58,"小港",2,"一氧化碳","CO","ppm",202310,"0.33"
58,"小港",3,"臭氧","O3","ppb",202310,"36.4"
58,"小港",4,"懸浮微粒","PM10","μg/m3",202310,"38"
58,"小港",5,"氮氧化物","NOx","ppb",202310,"18.5"
58,"小港",6,"一氧化氮","NO","ppb",202310,"2.4"
58,"小港",7,"二氧化氮","NO2","ppb",202310,"16"
58,"小港",10,"風速","WIND_SPEED","m/sec",202310,"1.9"
58,"小港",14,"溫度","AMB_TEMP","℃",202310,"28.2"
58,"小港",33,"細懸浮微粒","PM2.5","μg/m3",202310,"19.6"
58,"小港",38,"相對濕度","RH","%",202310,"76"
29,"沙鹿",3,"臭氧","O3","ppb",202310,"39.8"
29,"沙鹿",4,"懸浮微粒","PM10","μg/m3",202310,"32"
34,"線西",7,"二氧化氮","NO2","ppb",202310,"10"
34,"線西",10,"風速","WIND_SPEED","m/sec",202310,"4.2"
34,"線西",14,"溫度","AMB_TEMP","℃",202310,"26.1"
34,"線西",33,"細懸浮微粒","PM2.5","μg/m3",202310,"10.8"
35,"二林",5,"氮氧化物","NOx","ppb",202310,"8.4"
35,"二林",6,"一氧化氮","NO","ppb",202310,"1"
35,"二林",10,"風速","WIND_SPEED","m/sec",202310,"2.7"
35,"二林",14,"溫度","AMB_TEMP","℃",202310,"26.6"
35,"二林",33,"細懸浮微粒","PM2.5","μg/m3",202310,"18.3"
37,"斗六",4,"懸浮微粒","PM10","μg/m3",202310,"47"
37,"斗六",5,"氮氧化物","NOx","ppb",202310,"9.6"
37,"斗六",6,"一氧化氮","NO","ppb",202310,"1.1"
37,"斗六",7,"二氧化氮","NO2","ppb",202310,"8.3"
37,"斗六",10,"風速","WIND_SPEED","m/sec",202310,"1.4"
39,"新港",5,"氮氧化物","NOx","ppb",202310,"8.5"
39,"新港",6,"一氧化氮","NO","ppb",202310,"1.2"
39,"新港",7,"二氧化氮","NO2","ppb",202310,"7.2"
39,"新港",10,"風速","WIND_SPEED","m/sec",202310,"2.2"
39,"新港",14,"溫度","AMB_TEMP","℃",202310,"26.5"
39,"新港",33,"細懸浮微粒","PM2.5","μg/m3",202310,"19.8"
39,"新港",38,"相對濕度","RH","%",202310,"75"
40,"朴子",1,"二氧化硫","SO2","ppb",202310,"2.1"
40,"朴子",2,"一氧化碳","CO","ppm",202310,"0.27"
40,"朴子",3,"臭氧","O3","ppb",202310,"41.4"
40,"朴子",4,"懸浮微粒","PM10","μg/m3",202310,"45"
40,"朴子",5,"氮氧化物","NOx","ppb",202310,"7.1"
59,"屏東",1,"二氧化硫","SO2","ppb",202310,"1.3"
59,"屏東",2,"一氧化碳","CO","ppm",202310,"0.34"
59,"屏東",3,"臭氧","O3","ppb",202310,"37.5"
59,"屏東",4,"懸浮微粒","PM10","μg/m3",202310,"39"
59,"屏東",5,"氮氧化物","NOx","ppb",202310,"9.7"
59,"屏東",6,"一氧化氮","NO","ppb",202310,"0.9"
59,"屏東",7,"二氧化氮","NO2","ppb",202310,"8.6"
59,"屏東",10,"風速","WIND_SPEED","m/sec",202310,"1.5"
59,"屏東",14,"溫度","AMB_TEMP","℃",202310,"27.9"
